path,target,final_link2007,final_link2024,distance2007,distance2024
Rapping;Hip_hop_music;Seoul;Confucianism;Buddhism;Japan;World_War_II;Battle_of_Midway;Attack_on_Pearl_Harbor,Battle_of_Rennell_Island,Attack_on_Pearl_Harbor,Attack_on_Pearl_Harbor,0,0
Minoan_civilization;Greece,Mosaic,Greece,Greece,0,0
Renaissance;Ottoman_Empire,Afghan_Hound,Ottoman_Empire,Ottoman_Empire,0,0
Rabies;Animal,Pac-Man,Animal,Animal,0,0
African_clawed_frog;South_Africa;United_Kingdom;Great_Britain;<,Battle_of_Hastings,United_Kingdom,United_Kingdom,0,0
Brain;Chordate;Vertebrate;Mammal;North_America,Telephone,North_America,North_America,0,0
Pyramid;Mexico;Latin_America,Bean,Latin_America,,0,-1
Earthquake;United_Kingdom;Lion;Chordate;Bird,Skylark,Bird,Bird,0,0
Geography;Earth;Arabic_language;Kuwait,Kuwait_City,Kuwait,,0,-1
Ringed_Plover;Chordate;Mammal;Vertebrate;<;Landform;<;Elephant_shrew;<;Elephant_shrew,Vole,Elephant_shrew,Mammal,0,1
Sakurajima;Volcano;K%C4%ABlauea;Mauna_Loa;<;Pacific_Ocean;United_States,Pel%C3%A9,United_States,United_States,0,0
Southern_Africa;Madagascar,Amazon_Rainforest,Madagascar,Madagascar,0,0
Saint_Helena;United_Kingdom,Summer,United_Kingdom,United_Kingdom,0,0
Theatre;Actor;<,Zebra,Theatre,Theatre,0,0
Lithuania;Europe;Africa;South_Africa,Flag_of_South_Africa,South_Africa,South_Africa,0,0
AT%26T;United_States;Trinidad_and_Tobago,Union_Flag,Trinidad_and_Tobago,Trinidad_and_Tobago,0,0
Scattered_disc;Neptune;Saturn;Helium;Chemical_element;Periodic_table;Nickel;Metal;Corrosion;<,Metallurgy,Metal,Chemical_element,0,3
Sugarcane;Brazil;List_of_countries_by_system_of_government;Tonga;Monarchy,Autocracy,Monarchy,,0,-1
Pyramid;Ancient_Egypt,Bean,Ancient_Egypt,Ancient_Egypt,0,0
Robert_Schumann;Vienna;<;Belgium;Lettuce;Arugula;Basil;Essential_oil;List_of_essential_oils,Mentha,List_of_essential_oils,,0,-1
Kyrgyzstan;20th_century;Vitamin;Folic_acid;Vegetable;Plant;Organism,Chromatophore,Organism,Organism,0,0
Brain;Computer_science;Internet;Optical_fiber;Engineering,Telephone,Engineering,,0,-1
Mongoose;Animal_rights;Pythagoras;Science;Technology;Space_exploration;Mars;Mars_Exploration_Rover;<;<;International_Space_Station;<,Exploration_of_Mars,Space_exploration,,0,-1
Florida;Atlantic_Ocean;Norway,Joan_of_Arc,Norway,Norway,0,0
Ezra_Pound;United_States;Country,Baghdad,Country,Country,0,0
History_of_Central_Asia;Europe;Germany;Berlin;<,Sanssouci,Germany,Germany,0,0
Charles_II_of_England;God;Brahman;<,Stage_%28theatre%29,God,God,0,0
Pyramid;Mexico,Bean,Mexico,Mexico,0,0
Shoe_polish;United_States;Mexico;<;Mexico;Mexico_City;<;<,La_Paz,United_States,United_States,0,0
Amur;Earth;United_States;Abraham_Lincoln;American_Civil_War;<;United_States_Constitution;Slavery;<;<;American_Civil_War;Southern_United_States;<;<;Mississippi_River;<;American_Civil_War;Slavery;<;<;United_States_Constitution;United_States_Bill_of_Rights;<;Supreme_Court_of_the_United_States,Martin_Luther,Supreme_Court_of_the_United_States,Supreme_Court_of_the_United_States,0,0
Microsoft;Microsoft_Windows;Macintosh;IPod;<;ITunes;<;Linux;<;<;<;Wikipedia_Text_of_the_GNU_Free_Documentation_License;<;Richard_Stallman;Unix;<;<;Corporation;<;Stock;<;Microsoft_Windows;Windows_Vista;<;Macintosh;IPod;<;OpenBSD;Mozilla_Firefox;<;<;<;<;Computer;Central_processing_unit;<;Floppy_disk;San_Jose%2C_California;University;<;<;<;History_of_computing_hardware;<;<;Computer;BASIC;Computer_programming;Programming_language;<;Programming_language;<;<;<;C%2B%2B;<;Computer_and_video_games;<;Python_%28programming_language%29;Google,Apple,Google,Google,0,0
Jesus;Buddha;Buddhism,Bird_of_prey,Buddhism,Buddhism,0,0
Nationality;United_States;Yellowstone_National_Park,Flower,Yellowstone_National_Park,Yellowstone_National_Park,0,0
Luxembourg_%28city%29;World_War_I,Samuel_Beckett,World_War_I,World_War_I,0,0
Miguel_de_Cervantes;Spain;Morocco;Rabat;<;Rabat;<,Akrotiri_and_Dhekelia,Morocco,,0,-1
Barracuda;Florida;Cape_Canaveral;John_F._Kennedy;Moon;Solar_System;Uranus;Jupiter,Planetary_nebula,Jupiter,,0,-1
Yeti;Mythology;Literature;Middle_Ages;Book_of_Kells;<;Renaissance;Literature;Religion;Mysticism;<;<;<;<;<,Allegory_in_the_Middle_Ages,Literature,Literature,0,0
Tropical_Storm_Matthew_%282004%29;Africa;Europe;France;Antarctica;<;<,French_Southern_and_Antarctic_Lands,Europe,Africa,0,1
Ottoman_Empire;Asia;India;<;Sri_Lanka;Nutmeg;Essential_oil;<;Seed,Turmeric,Seed,,0,-1
Actor;Latin;Roman_Catholic_Church;Christianity,Renaissance,Christianity,,0,-1
Solomon_Islands;Papua_New_Guinea;Tsunami;Wave;<;Tide;<;<;Australia;World_War_I;North_Sea;<;Greece,Sea,Greece,Greece,0,0
England;Winter;<;10th_century,Measles,10th_century,10th_century,0,0
Friedrich_Nietzsche;Culture;Human;Ethics;<;<;<,Doha,Friedrich_Nietzsche,Friedrich_Nietzsche,0,0
The_Lord_of_the_Rings;World_War_II;New_Zealand,Stanley%2C_Falkland_Islands,New_Zealand,New_Zealand,0,0
Whale;Ghana;Africa;Egypt,Oxyrhynchus,Egypt,Egypt,0,0
Asteroid;Trojan_War;Roman_mythology;Apollo;Medicine,Common_cold,Medicine,Medicine,0,0
Down_syndrome;World_Health_Organization;Maghreb;<;Sugar;Chocolate;Food;Peanut,Palm_oil,Peanut,,0,-1
Miami%2C_Florida;United_States;Judaism;Christianity;Paul_of_Tarsus;Jesus,Halloween,Jesus,Jesus,0,0
Technology;Human;Africa;Asia;Europe;Atlantic_Ocean;Panama_Canal;United_States;Canada;<,Canadian_House_of_Commons,United_States,United_States,0,0
Tansy;Europe;Earth;United_States;Holy_Roman_Empire;Germany;Industrial_Revolution;Technology;Science;Physical_science;Chemistry;Periodic_table,Krypton,Periodic_table,,0,-1
Brain;Animal;Plant;Soybean;Cultivar;<;Peanut,Chestnut,Peanut,,0,-1
Linear_algebra;Asteroid;Dinosaur,Cereal,Dinosaur,Dinosaur,0,0
Gliding;Spring_%28season%29;Season,Watercolor_painting,Season,Season,0,0
Mammoth;Kenya;Egypt;Cereal;Potato,Distilled_beverage,Potato,Potato,0,0
Ming_Dynasty;China;Republic_of_China,Joseph_Stalin,Republic_of_China,Republic_of_China,0,0
Mexico;Electricity;Electric_charge;Electron,Lithium,Electron,,0,-1
Brain;Mathematics,Telephone,Mathematics,Mathematics,0,0
Tunis;Capital;City;United_States;Cinema_of_the_United_States;New_York_City;World_War_II,King_Kong_%282005_film%29,World_War_II,World_War_II,0,0
Beaver;North_America,Working_poor,North_America,North_America,0,0
Slovenia;European_Union;Currency;Country;Nationality;Culture;Mass_media,Globalization,Mass_media,Mass_media,0,0
Asteroid;Dinosaur,Viking,Dinosaur,Dinosaur,0,0
Dice;Latin;Latin_alphabet,Lovage,Latin_alphabet,Latin_alphabet,0,0
Elephant_shrew;Africa;Continent,Azerbaijan,Continent,Continent,0,0
Congo_River;Europe;Republic_of_Ireland,William_Butler_Yeats,Republic_of_Ireland,Republic_of_Ireland,0,0
Auckland;New_Zealand;United_States;California;Computer,Bill_Gates,Computer,Computer,0,0
Chola_dynasty;Hinduism,Nutmeg,Hinduism,Hinduism,0,0
Horn_of_Africa;Black_Rhinoceros;Chordate;Vertebrate;Fish,Zebra_shark,Fish,Fish,0,0
Constantine_I;Roman_Empire;<;Roman_Britain;Great_Britain;United_Kingdom;<;Europe;Industrial_Revolution;<;<;United_Kingdom;London;New_York_City;Baseball,Bat,Baseball,,0,-1
Metamorphic_rock;Earth;Animal;Mammal;<;Bird;Dove;<;Gull,Sparrow,Gull,Gull,0,0
United_States;Russia;<,Florida,United_States,United_States,0,0
Skylark;Poetry;Literacy;<;Dante_Alighieri;<;<,Norse_mythology,Skylark,Skylark,0,0
Ichthyosaur;Germany;Italy,Antonio_Vivaldi,Italy,Italy,0,0
Mango;Tree;Oregon;United_States;Christopher_Columbus;Middle_Ages;England;Nottingham;<;History_of_Anglo-Saxon_England;Roman_Britain,King_Arthur,England,,2,-1
Gas_giant;Earth;Food;Water,Celery,Water,Water,0,0
The_Rolling_Stones;England;British_Empire;15th_century;Byzantine_Empire;Roman_Empire;<;Italy;Holy_Roman_Empire;Napoleonic_Wars;War;Religion;Christianity;<;<;<;<;<,War_of_the_League_of_Cambrai,Italy,Italy,0,0
Croatia;European_Union;United_Kingdom;Scotland;Scottish_Gaelic_language;Scots_language;<;Scots_language,Scottish_mythology,Scots_language,Scotland,0,2
Theatre;Paris;Algeria;<;Egypt;Sudan;Central_African_Republic,Zebra,Central_African_Republic,Central_African_Republic,0,0
M6_motorway;United_Kingdom;Television;<;Great_Britain;<;England;<;Television;Broadcasting;<;Telecommunication;<;BBC;<;<;Novel;Fiction;Art;<;<;<,Yes_Minister,United_Kingdom,United_Kingdom,0,0
Asteroid;Jupiter;Saturn;<;Mercury_%28planet%29;<;Neptune;<;Mars;European_Space_Agency;Netherlands;<;France;Franks,Viking,Franks,Franks,0,0
Gliding;Europe;United_Kingdom;William_Shakespeare,Richard_III_%28play%29,William_Shakespeare,William_Shakespeare,0,0
Bacteria;Cheese;<;Sub-Saharan_Africa;South_Africa;United_States_dollar;<;Europe;United_Kingdom;Football_%28soccer%29;<;Football_%28soccer%29,Football,Football_%28soccer%29,,0,-1
Giant_Hogweed;Flower;<,Houston%2C_Texas,Giant_Hogweed,Giant_Hogweed,0,0
Macau;Tourism;United_States,Magic__The_Gathering,United_States,United_States,0,0
Weapon;World_War_I;United_States;Amtrak;Washington%2C_D.C.;Washington_Metro;Tourism;Transport;Automobile,Double-decker_bus,Automobile,Automobile,0,0
Taj_Mahal;Garden;Nature;Civilization;Society;United_States;Holy_Roman_Empire,Common_Tern,Holy_Roman_Empire,Holy_Roman_Empire,0,0
Soddo_language;Ethiopia,Palau,Ethiopia,Ethiopia,0,0
Library;Ancient_Egypt;Africa;North_Africa;<;North_Africa;<,Bantu,Africa,Africa,0,0
2004_Indian_Ocean_earthquake;United_Kingdom;English_language;United_States;Washington%2C_D.C.,PRR_GG1,Washington%2C_D.C.,Washington%2C_D.C.,0,0
Clarinet;Recorder;The_Rolling_Stones;Hong_Kong;<,Bluetooth,The_Rolling_Stones,The_Rolling_Stones,0,0
Animal_rights;Women%27s_rights;United_States;World_War_II;Nazi_Germany;Germany;Automobile;<,United_States_Numbered_Highways,Germany,Germany,0,0
Jakarta;United_Kingdom;Sport;<;Cricket;<;The_Beatles;<;J._K._Rowling;<;Football_%28soccer%29;<;<;United_States;American_Civil_War;<;Sport;China;Basketball;Michael_Jordan;Advertising;<;<;<;Basketball;Michael_Jordan;Advertising;<;<;Harlem_Globetrotters;Television;<;<,Tiger_Woods,Basketball,Basketball,0,0
William_Shakespeare;England,Norman_Borlaug,England,England,0,0
Evolutionarily_stable_strategy;Game_theory;Ultimatum_game;<;Matrix_%28mathematics%29;Mathematics,Super_Mario_Bros.,Mathematics,Mathematics,0,0
Arsenal_F.C.;London;Tide;Ocean;Canal;United_States;Terrorism;Petroleum,Water_resources,Petroleum,Petroleum,0,0
Yeast;World_War_II;United_States;New_York_City;Mass_media;Newspaper;The_Wall_Street_Journal;Mass_media;Publishing;Newspaper;Business;Wall_Street;California;San_Francisco%2C_California;Mark_Twain;Mark_Twain_House,Krazy_Kat,Mark_Twain_House,Mark_Twain_House,0,0
Afghanistan;People%27s_Republic_of_China;Confucianism;Confucius,Sun_Tzu,Confucius,,0,-1
Technetium;Rhenium;Germany;Martin_Luther;The_Holocaust;Nazi_Germany;Adolf_Hitler;Erwin_Rommel;Royal_Navy,Albrecht_D%C3%BCrer,Royal_Navy,,0,-1
Art;Color;Eye;Pupil,Pigment,Pupil,Pupil,0,0
Greenland;English_language;United_Kingdom,Union_Flag,United_Kingdom,United_Kingdom,0,0
Pan_Am_Flight_103;England;William_Shakespeare,Romeo_and_Juliet,William_Shakespeare,,0,-1
Glasses;China;Basketball;Canada;Beaver,Poultry,Beaver,Beaver,0,0
Polonium;Moon;United_States;United_Kingdom;Television,Monty_Python,Television,Television,0,0
Theatre;United_States;Yellowstone_National_Park;<;North_America;Africa;Herbivore;<;Continent;North_America;<;<,Zebra,Africa,Africa,0,0
Pikachu;Computer_and_video_games,Game,Computer_and_video_games,Computer_and_video_games,0,0
Sculpture;Ancient_Greece;Roman_Empire;Ancient_Rome,Neptune,Ancient_Rome,Ancient_Rome,0,0
Charles_Etienne_Brasseur_de_Bourbourg;France;French_language;Canada;17th_century,Isaac_Brock,17th_century,17th_century,0,0
Malaspina_Glacier;North_America;United_States,Literacy,United_States,United_States,0,0
Laurence_Olivier;England;France;<;<,Joan_of_Arc,Laurence_Olivier,Laurence_Olivier,0,0
Crow;Iron_Age;Arabic_language,Bay_Area_Rapid_Transit,Arabic_language,Arabic_language,0,0
Sulfur;Italy;France;United_Kingdom;Great_Britain;England,Milton_Keynes,England,England,0,0
Pony;Horse,Persian_Empire,Horse,Horse,0,0
Windows_XP;Asia,White-tailed_Eagle,Asia,Asia,0,0
Vampire;French_language,Anglicanism,French_language,French_language,0,0
Basel;Roman_Empire;Alexander_the_Great;Ancient_Greece;Homer;<,Greek_mythology,Ancient_Greece,,0,-1
Flag_of_South_Africa;British_Empire,Fashion,British_Empire,British_Empire,0,0
Tycho_Brahe;Philosophy;Aesthetics;Art;Renaissance,Peter_Paul_Rubens,Renaissance,Renaissance,0,0
Tropical_Storm_Leslie_%282000%29;Florida;Snow,Dam,Snow,Snow,0,0
Jomsvikings;Norway;11th_century,Eocene,11th_century,11th_century,0,0
HSBC;South_America;Peru;<;Anaconda;Reptile;Mammal;Elephant_shrew;Chordate;<;<;Vertebrate;<;Landform;<,Mongoose,Mammal,Mammal,0,0
Flanders;Rhine;North_Sea,Phase_%28matter%29,North_Sea,North_Sea,0,0
Vietnam;South_China_Sea;Indonesia;India,Indian_Peafowl,India,India,0,0
Oxyrhynchus;Ancient_Egypt;Currency;Money,Algorithm,Money,Money,0,0
Airbus_A380;Chicago;<;Aluminium;Water_purification,Autumn,Water_purification,Water_purification,0,0
Dinosaur;Animal,Central_processing_unit,Animal,Animal,0,0
Theatre;Brazil,Zebra,Brazil,Brazil,0,0
Milton_Keynes;London,Star_Wars_Episode_IV__A_New_Hope,London,London,0,0
Kerala;India;Japan,Pac-Man,Japan,Japan,0,0
Kerala;Football_%28soccer%29;Japan,Pac-Man,Japan,Japan,0,0
Theatre;Drama;Athens;1896_Summer_Olympics;Greek_War_of_Independence;Byzantine_Empire;Charlemagne;Dark_Ages;15th_century;Battle_of_Grunwald,Zebra,Battle_of_Grunwald,Battle_of_Grunwald,0,0
Tour_de_France;United_Kingdom,Argyle_diamond_mine,United_Kingdom,United_Kingdom,0,0
Albatross;Europe;Dark_Ages,Manorialism,Dark_Ages,Dark_Ages,0,0
Oceanography;Global_warming,Beer,Global_warming,Global_warming,0,0
Rockall;BBC;United_Kingdom;Roman_Britain,Tooth_enamel,Roman_Britain,Roman_Britain,0,0
Brain;Vertebrate;Human;Science;Technology;Clock,Telephone,Clock,,0,-1
Asteroid;Earth;North_America;United_States;Cinema_of_the_United_States;Jaws_%28film%29;<;<;Cinema_of_the_United_States;Star_Wars_Episode_IV__A_New_Hope;Darth_Vader;<;<;<,Comics,United_States,United_States,0,0
Anglican_Communion;Roman_Catholic_Church;Roman_Empire;Julius_Caesar;Battle_of_Alesia;<;Mark_Antony;<;Augustus;<;<;Rome;Ancient_Rome;<;<;Maghreb;<;Armenia;<;Italy;<;Alexander_the_Great;<;Augustus;<;<;Roman_Empire;<;Rome;<;Rome;<;Roman_Empire;Roman_law;<;Julius_Caesar,Hannibal_Barca,Julius_Caesar,Julius_Caesar,0,0
Spanish_Armada;Spain,Gallium,Spain,Spain,0,0
Ordination_of_women;Korea,Kuwait_City,Korea,Korea,0,0
Royal_Geographical_Society;London,California,London,London,0,0
Jew;United_States;New_York_City,Electricity,New_York_City,New_York_City,0,0
Music_of_Antigua_and_Barbuda;Antigua_and_Barbuda,Apple,Antigua_and_Barbuda,Antigua_and_Barbuda,0,0
Ben_Jonson;London;<;England;English_language;United_States;Boston%2C_Massachusetts;<,Chestnut,United_States,United_States,0,0
Magnetism;Physics;Electricity,Holkham_Hall,Electricity,Electricity,0,0
Blackbird;Arctic_Circle;Sun,Sleep,Sun,Sun,0,0
Lima;South_America,Red_Panda,South_America,South_America,0,0
Flag_of_Australia;United_Kingdom;Republic_of_Ireland;House_of_Lords;Wars_of_the_Roses;Parliament_of_the_United_Kingdom;Laws_in_Wales_Acts_1535%E2%80%931542;Citizenship;New_Zealand;Constitutional_monarchy;France;French_language;European_Space_Agency;Space_exploration;Richard_Feynman;Albert_Einstein;Atom,Coulomb%27s_law,Atom,Atom,0,0
Johannes_Kepler;Prague;World_War_II;France;United_States;American_Civil_War;Southern_United_States;France;Napoleon_I_of_France;United_States;Caribbean_Sea;Jamaica,Celery,Jamaica,Jamaica,0,0
Biodiesel;United_States;Cold_War;Nuclear_weapon,Watchmen,Nuclear_weapon,Nuclear_weapon,0,0
Telecommunication;Niger;Libya;Sudan;Lord%27s_Resistance_Army,Chadian-Sudanese_conflict,Lord%27s_Resistance_Army,Lord%27s_Resistance_Army,0,0
Barn_Owl;Owl;Ancient_Egypt;Religion;Mythology;Greek_mythology,Sunlight,Greek_mythology,Greek_mythology,0,0
Democracy;California;<;United_States;World_Health_Organization;<,Prostate_cancer,United_States,United_States,0,0
Thailand;Europe;Ancient_Greece,Cyclops,Ancient_Greece,Ancient_Greece,0,0
Hebrew_calendar;Hebrew_language;Arabic_language;North_Africa;Continent,Blue_shark,Continent,Continent,0,0
Michigan_State_University;United_States;Canada;Great_Lakes;Fresh_water;Water_resources;Water;Enceladus_%28moon%29;Greek_mythology,Battle_of_the_Somme_%281916%29,Greek_mythology,Greek_mythology,0,0
Ultraviolet;Eye,Autism,Eye,Eye,0,0
Silurian;Cambrian;Fossil;Reptile;Mammal;Elephant,Sleep,Elephant,Elephant,0,0
Bangladesh;India;People%27s_Republic_of_China;Myanmar;Thailand,Isan,Thailand,,0,-1
Missouri_River;Ice_age;Greenland;Continent;South_America;Amazon_Basin;Amazon_River,Bonobo,Amazon_River,Amazon_River,0,0
Library;Spain;France;Rhine;Italy;Germany;Iranian_peoples;Iran;Alcohol;Qur%27an;Germany,Riesling,Germany,Germany,0,0
Phase_%28matter%29;Water;Middle_East;Archaeology,Oasis_%28band%29,Archaeology,Archaeology,0,0
Sound;Matter;Granite;Igneous_rock;Calcium;Geology;Crust_%28geology%29;<,Calcite,Geology,,0,-1
Sumo;Edible_salt,Hydrology,Edible_salt,Edible_salt,0,0
Cobalt;Cancer;Tobacco_smoking;Lung_cancer;Virus;World_Health_Organization,Health,World_Health_Organization,World_Health_Organization,0,0
Suffrage;U.S._state;Florida;Cape_Canaveral;<;<;<;United_Kingdom,Comet_Halley,United_Kingdom,United_Kingdom,0,0
Aberystwyth;United_Kingdom;Pound_sterling,Ytterbium,Pound_sterling,Pound_sterling,0,0
Trigonometric_function;Babylonia;Iraq;Climate,Afghan_Hound,Climate,Climate,0,0
Miami%2C_Florida;Europe;European_Union,Social_capital,European_Union,European_Union,0,0
La_Paz;Peru;Colombia;Haiti;Stroke,Ragtime,Stroke,Stroke,0,0
Idolatry;Christianity;Europe;United_Kingdom;England;London;National_Gallery%2C_London;<;Piccadilly_Circus;London_Underground,London_Zoo,London_Underground,London,0,2
China;Christianity;Europe;Renaissance;Italy,Antonio_Vivaldi,Italy,Italy,0,0
Gorilla;Sierra_Leone;Europe;Belgium;Dutch_language;West_Flemish,Flemish_people,Belgium,,2,-1
Panama;United_States;American_Revolutionary_War,18th_century,American_Revolutionary_War,American_Revolutionary_War,0,0
Link_%28The_Legend_of_Zelda%29;Super_Mario_Bros.;United_States;Atlantic_Ocean;Dolphin,Gray_reef_shark,Dolphin,Dolphin,0,0
Argentina;Iron;Cell_%28biology%29;Lyme_disease;Vitamin_C;HIV;DNA;Eukaryote;Plant,Anemia,Plant,,0,-1
Santa_Claus;Jesus;British_Empire;<;Martin_Luther;Charles_V%2C_Holy_Roman_Emperor,C._S._Lewis,Charles_V%2C_Holy_Roman_Emperor,Charles_V%2C_Holy_Roman_Emperor,0,0
Zambia;Christianity;Islam;Turkey;Judaism;Israel,Terrorism,Israel,Israel,0,0
Henry_IV_of_England;St_Paul%27s_Cathedral;Rome;Bolivia;Brazil;Atlantic_Ocean,Costa_Rica,Atlantic_Ocean,,0,-1
Howards_End;Country;Japan,Saturn,Japan,Japan,0,0
Earth;Plant,Pigment,Plant,Plant,0,0
Asteroid;Jupiter;Ancient_Rome;Civilization,Viking,Civilization,Civilization,0,0
Inca_Empire;Roman_Catholic_Church;Viking,Odin,Viking,,0,-1
Sauropodomorpha;Evolution;Sociology;Physics;Technology;20th_century;World_War_II;Battle_of_Britain;Aircraft,John_Logie_Baird,Aircraft,Aircraft,0,0
Saturn;Planet;Venus;Earth;Europe;Holy_Roman_Empire;Byzantine_Empire,Richard_II_of_England,Byzantine_Empire,Byzantine_Empire,0,0
Welding;World_War_II;Battle_of_Leyte_Gulf;<;China;Yellow_River;<,South_China_Sea,China,,0,-1
Nikolai_Rimsky-Korsakov;Russia;Soviet_Union;Albania,Slovenia,Albania,,0,-1
American_popular_music;Salsa_music;Music_of_Spain;Italy,Leaning_Tower_of_Pisa,Italy,Italy,0,0
Computer;Watch;Clock;<;Alberto_Santos-Dumont,Fashion,Alberto_Santos-Dumont,,0,-1
Golden_Eagle;Europe;United_Kingdom;Great_Britain;James_I_of_England,Henry_VIII_of_England,United_Kingdom,James_I_of_England,2,0
Right_whale;Arctic_Ocean,Drosera_anglica,Arctic_Ocean,Arctic_Ocean,0,0
Theatre;United_Kingdom;Cricket;Kenya;Madagascar;African_Union;South_Africa;Blue_Wildebeest,Zebra,Blue_Wildebeest,Blue_Wildebeest,0,0
Arthur_Wellesley%2C_1st_Duke_of_Wellington;Prime_Minister_of_the_United_Kingdom;Parliament_of_the_United_Kingdom;Constitutional_monarchy;Art;Human;DNA;Genetics;Genetic_code;DNA,Bioinformatics,DNA,,3,-1
Creative_Commons;Information;Communication;Linguistics;Language;German_language;Education;Society;Culture;Sociology;Economics;<,Social_capital,Sociology,,0,-1
Wombat;Ice_age;Greenland;Europe;United_Kingdom,Hampshire,United_Kingdom,United_Kingdom,0,0
Kenya;17th_century,Weapon,17th_century,17th_century,0,0
Lake_Burley_Griffin;Australia;England,American_popular_music,England,England,0,0
Abraham_Lincoln;Bible;Roman_Catholic_Church,Banana,Roman_Catholic_Church,Roman_Catholic_Church,0,0
Zebra;Kenya;Japan;Nintendo;Nintendo_DS;<;Computer_and_video_games,Pikachu,Computer_and_video_games,,0,-1
Zebra;Africa;Continent;Asia;Japan;Nintendo;Nintendo_DS;<;<;<;<;<;<;Kenya;<,Pikachu,Zebra,Zebra,0,0
Medal_of_Honor;United_States;Latin;Roman_Empire;Alexander_the_Great;Ancient_Greece;<;<;<;Roman_Catholic_Church,Roman_mythology,Roman_Catholic_Church,,0,-1
Indus_Valley_Civilization;Culture;Europe;Earth;<;<;Art;<;Film;Television;Computer_and_video_games;Nintendo_DS;<;Nintendo_DS,Pikachu,Nintendo_DS,Nintendo_DS,0,0
Zebra;Africa;Asia;Japan;Tokyo;<;Nintendo;Super_Mario_Bros.;<;Nintendo_DS;Computer_and_video_games;Advertising;Television;<;<;Internet,Pikachu,Internet,,0,-1
Zebra;Kenya;Japan;Nintendo;Super_Mario_64;<;Super_Mario_64;Nintendo_DS;Computer_and_video_games;<;Windows_XP;European_Union;Crime;Utilitarianism;Karl_Marx;Soviet_Union;Cold_War,Pikachu,Cold_War,,0,-1
Zebra;Africa;Christianity;Jesus;<;<;<;Kenya,Adolf_Hitler,Kenya,Kenya,0,0
Euclid;Astronomy;Earth%27s_atmosphere;Carbon_dioxide,Cloud,Carbon_dioxide,,0,-1
